Timestamp_ms,RawPulse,RawGSR
1822,1823,1280
1824,1822,1271
1826,1825,1266
1828,1820,1272
1830,1821,1277
1832,1822,1288
1834,1819,1294
1836,1824,1297
1838,1822,1299
1840,1819,1295
1842,1821,1282
1844,1818,1271
1846,1825,1265
1848,1822,1270
1850,1821,1278
1852,1820,1285
1854,1823,1294
1856,1822,1296
1858,1825,1296
1860,1825,1296
1862,1822,1280
1864,1826,1270
1866,1823,1263
1868,1824,1264
1870,1823,1284
1872,1823,1292
1874,1823,1293
1876,1825,1297
1878,1824,1301
1880,1820,1297
1882,1819,1287
1884,1819,1271
1886,1820,1266
1888,1820,1272
1890,1821,1282
1892,1817,1284
1894,1816,1294
1896,1820,1298
1898,1820,1302
1900,1815,1296
1902,1817,1282
1904,1818,1270
1906,1822,1265
1908,1823,1270
1910,1828,1279
1912,1819,1292
1914,1823,1295
1916,1820,1299
1918,1822,1299
1920,1822,1297
1922,1820,1283
1924,1825,1276
1926,1821,1268
1928,1819,1270
1930,1820,1278
1932,1821,1290
1934,1818,1295
1936,1818,1303
1938,1818,1302
1940,1822,1296
1942,1826,1283
1944,1819,1269
1946,1818,1267
1948,1820,1269
1950,1820,1280
1952,1819,1288
1954,1820,1297
1956,1822,1299
1958,1825,1299
1960,1820,1300
1962,1822,1288
1964,1822,1268
1966,1821,1262
1968,1821,1272
1970,1821,1280
1972,1819,1288
1974,1819,1298
1976,1821,1299
1978,1822,1300
1980,1822,1298
1982,1823,1285
1984,1821,1277
1986,1825,1261
1988,1820,1270
1990,1820,1281
1992,1824,1289
1994,1818,1297
1996,1819,1299
1998,1819,1292
2000,1823,1291
2002,1822,1283
2004,1825,1271
2006,1817,1266
2008,1820,1268
2010,1821,1278
2012,1821,1292
2014,1821,1293
2016,1823,1300
2018,1813,1300
2020,1817,1296
2022,1820,1285
2024,1822,1268
2026,1819,1266
2028,1821,1274
2030,1822,1277
2032,1821,1292
2034,1820,1298
2036,1820,1301
2038,1820,1303
2040,1819,1295
2042,1822,1283
2044,1821,1273
2046,1819,1266
2048,1820,1270
2050,1817,1279
2052,1811,1286
2054,1817,1294
2056,1819,1299
2058,1817,1304
2060,1820,1297
2062,1823,1283
2064,1820,1270
2066,1818,1265
2068,1816,1272
2070,1821,1280
2072,1822,1290
2074,1821,1298
2076,1821,1298
2078,1821,1293
2080,1822,1301
2082,1822,1286
2084,1821,1271
2086,1822,1266
2088,1821,1271
2090,1827,1283
2092,1819,1289
2094,1820,1296
2096,1818,1299
2098,1820,1302
2100,1820,1297
2102,1823,1283
2104,1820,1271
2106,1823,1264
2108,1820,1269
2110,1824,1285
2112,1824,1292
2114,1823,1299
2116,1826,1300
2118,1827,1300
2120,1830,1299
2122,1823,1286
2124,1827,1273
2126,1828,1265
2128,1828,1270
2130,1827,1281
2132,1825,1290
2134,1823,1296
2136,1829,1303
2138,1828,1300
2140,1820,1298
2142,1828,1285
2144,1825,1272
2146,1829,1266
2148,1830,1273
2150,1831,1283
2152,1828,1290
2154,1827,1297
2156,1833,1300
2158,1834,1303
2160,1836,1296
2162,1836,1283
2164,1834,1273
2166,1835,1265
2168,1833,1269
2170,1833,1284
2172,1835,1286
2174,1836,1292
2176,1836,1299
2178,1838,1303
2180,1835,1298
2182,1837,1281
2184,1836,1274
2186,1837,1268
2188,1836,1273
2190,1836,1281
2192,1834,1286
2194,1838,1297
2196,1840,1300
2198,1839,1303
2200,1840,1297
2202,1841,1283
2204,1840,1273
2206,1838,1268
2208,1839,1274
2210,1843,1282
2212,1839,1294
2214,1841,1296
2216,1840,1301
2218,1837,1302
2220,1837,1297
2222,1840,1282
2224,1843,1273
2226,1839,1265
2228,1837,1270
2230,1841,1279
2232,1838,1288
2234,1836,1296
2236,1836,1296
2238,1835,1302
2240,1842,1297
2242,1836,1286
2244,1838,1272
2246,1831,1266
2248,1835,1270
2250,1834,1276
2252,1833,1291
2254,1831,1296
2256,1826,1297
2258,1836,1301
2260,1837,1303
2262,1835,1287
2264,1833,1275
2266,1833,1266
2268,1828,1275
2270,1833,1279
2272,1833,1291
2274,1832,1298
2276,1831,1301
2278,1831,1300
2280,1836,1297
2282,1832,1285
2284,1828,1274
2286,1826,1267
2288,1822,1272
2290,1828,1284
2292,1828,1291
2294,1825,1296
2296,1824,1300
2298,1825,1302
2300,1824,1295
2302,1822,1284
2304,1823,1272
2306,1822,1266
2308,1826,1271
2310,1824,1279
2312,1827,1287
2314,1825,1297
2316,1824,1301
2318,1822,1302
2320,1825,1297
2322,1820,1279
2324,1824,1274
2326,1824,1267
2328,1825,1274
2330,1824,1280
2332,1821,1291
2334,1819,1298
2336,1820,1294
2338,1824,1303
2340,1824,1297
2342,1820,1284
2344,1820,1275
2346,1820,1265
2348,1818,1272
2350,1820,1281
2352,1820,1293
2354,1818,1297
2356,1826,1302
2358,1822,1299
2360,1821,1296
2362,1818,1286
2364,1822,1272
2366,1818,1266
2368,1822,1270
2370,1819,1281
2372,1817,1290
2374,1822,1296
2376,1818,1303
2378,1820,1301
2380,1823,1299
2382,1818,1285
2384,1820,1272
2386,1820,1267
2388,1812,1272
2390,1818,1284
2392,1818,1291
2394,1816,1299
2396,1819,1303
2398,1818,1299
2400,1822,1298
2402,1817,1287
2404,1821,1277
2406,1822,1266
2408,1821,1269
2410,1822,1284
2412,1821,1290
2414,1822,1297
2416,1818,1298
2418,1822,1306
2420,1822,1301
2422,1823,1286
2424,1825,1272
2426,1821,1268
2428,1820,1274
2430,1824,1283
2432,1823,1291
2434,1822,1295
2436,1822,1302
2438,1818,1302
2440,1823,1297
2442,1823,1287
2444,1825,1277
2446,1825,1265
2448,1825,1270
2450,1823,1282
2452,1820,1293
2454,1820,1296
2456,1825,1299
2458,1823,1303
2460,1825,1296
2462,1826,1284
2464,1829,1270
2466,1825,1268
2468,1823,1272
2470,1822,1281
2472,1825,1291
2474,1821,1297
2476,1831,1301
2478,1826,1305
2480,1830,1297
2482,1828,1287
2484,1826,1274
2486,1825,1266
2488,1826,1268
2490,1829,1282
2492,1823,1293
2494,1823,1292
2496,1821,1300
2498,1828,1304
2500,1825,1297
2502,1827,1286
2504,1826,1269
2506,1825,1269
2508,1826,1272
2510,1826,1282
2512,1824,1292
2514,1826,1293
2516,1822,1300
2518,1825,1305
2520,1828,1297
2522,1826,1284
2524,1828,1279
2526,1825,1271
2528,1826,1276
2530,1825,1282
2532,1826,1288
2534,1825,1296
2536,1820,1300
2538,1826,1302
2540,1824,1300
2542,1824,1284
2544,1824,1276
2546,1823,1268
2548,1826,1275
2550,1823,1282
2552,1822,1291
2554,1822,1296
2556,1819,1299
2558,1823,1302
2560,1824,1300
2562,1821,1286
2564,1824,1273
2566,1824,1269
2568,1821,1272
2570,1823,1282
2572,1824,1293
2574,1822,1298
2576,1822,1304
2578,1823,1301
2580,1822,1299
2582,1823,1283
2584,1820,1273
2586,1823,1267
2588,1823,1276
2590,1825,1279
2592,1817,1294
2594,1819,1293
2596,1816,1298
2598,1818,1303
2600,1816,1297
2602,1821,1290
2604,1818,1273
2606,1820,1267
2608,1821,1270
2610,1818,1282
2612,1821,1289
2614,1821,1300
2616,1823,1299
2618,1822,1303
2620,1820,1293
2622,1816,1287
2624,1819,1268
2626,1815,1267
2628,1820,1273
2630,1822,1282
2632,1819,1294
2634,1820,1300
2636,1819,1303
2638,1820,1302
2640,1817,1298
2642,1818,1287
2644,1822,1274
2646,1819,1267
2648,1817,1271
2650,1824,1280
2652,1821,1290
2654,1819,1292
2656,1819,1300
2658,1818,1299
2660,1820,1297
2662,1822,1281
2664,1819,1273
2666,1818,1267
2668,1817,1270
2670,1815,1283
2672,1822,1291
2674,1822,1298
2676,1817,1302
2678,1819,1303
2680,1820,1296
2682,1818,1287
2684,1820,1275
2686,1816,1259
2688,1819,1276
2690,1817,1281
2692,1819,1290
2694,1819,1296
2696,1820,1296
2698,1817,1301
2700,1820,1303
2702,1816,1285
2704,1817,1269
2706,1820,1260
2708,1821,1271
2710,1820,1283
2712,1817,1290
2715,1822,1296
2717,1817,1301
2719,1813,1303
2721,1821,1298
2723,1819,1285
2725,1821,1274
2727,1818,1267
2729,1821,1274
2731,1817,1276
2733,1816,1295
2735,1817,1295
2737,1821,1299
2739,1819,1298
2741,1821,1298
2743,1821,1283
2745,1824,1268
2747,1819,1266
2749,1816,1272
2751,1817,1281
2753,1818,1291
2755,1817,1297
2757,1815,1301
2759,1818,1301
2761,1816,1298
2763,1823,1282
2765,1813,1274
2767,1819,1265
2769,1822,1267
2771,1822,1281
2773,1817,1289
2775,1821,1292
2777,1820,1297
2779,1820,1299
2781,1821,1294
2783,1819,1285
2785,1817,1272
2787,1821,1266
2789,1820,1273
2791,1819,1279
2793,1820,1288
2795,1821,1294
2797,1817,1302
2799,1820,1305
2801,1818,1298
2803,1816,1283
2805,1819,1268
2807,1818,1266
2809,1819,1274
2811,1819,1279
2813,1818,1289
2815,1819,1296
2817,1820,1302
2819,1820,1299
2821,1821,1296
2823,1822,1281
2825,1819,1268
2827,1823,1265
2829,1823,1270
2831,1823,1281
2833,1821,1292
2835,1823,1296
2837,1822,1299
2839,1827,1301
2841,1825,1299
2843,1823,1285
2845,1824,1269
2847,1818,1266
2849,1818,1273
2851,1815,1280
2853,1819,1289
2855,1816,1293
2857,1821,1299
2859,1819,1299
2861,1824,1296
2863,1823,1282
2865,1825,1271
2867,1823,1266
2869,1824,1271
2871,1821,1280
2873,1819,1289
2875,1818,1295
2877,1820,1298
2879,1821,1299
2881,1820,1299
2883,1819,1282
2885,1822,1269
2887,1819,1267
2889,1816,1267
2891,1821,1281
2893,1816,1289
2895,1818,1295
2897,1819,1303
2899,1819,1303
2901,1822,1294
2903,1823,1283
2905,1819,1268
2907,1819,1266
2909,1820,1273
2911,1820,1280
2913,1818,1288
2915,1817,1294
2917,1818,1299
2919,1818,1297
2921,1815,1298
2923,1821,1284
2925,1821,1271
2927,1819,1264
2929,1814,1270
2931,1819,1283
2933,1817,1284
2935,1819,1293
2937,1819,1300
2939,1818,1299
2941,1821,1294
2943,1821,1284
2945,1825,1271
2947,1818,1259
2949,1820,1269
2951,1820,1281
2953,1818,1292
2955,1818,1293
2957,1819,1297
2959,1819,1301
2961,1820,1292
2963,1821,1281
2965,1823,1272
2967,1821,1262
2969,1820,1264
2971,1819,1279
2973,1824,1288
2975,1816,1293
2977,1820,1298
2979,1822,1298
2981,1821,1296
2983,1825,1282
2985,1820,1269
2987,1822,1261
2989,1825,1271
2991,1820,1279
2993,1820,1290
2995,1819,1298
2997,1823,1297
2999,1822,1303
3001,1822,1293
3003,1823,1282
3005,1817,1270
3007,1822,1263
3009,1822,1268
3011,1821,1281
3013,1821,1287
3015,1814,1297
3017,1820,1299
3019,1828,1297
3021,1824,1297
3023,1825,1281
3025,1827,1268
3027,1826,1264
3029,1826,1272
3031,1825,1275
3033,1825,1288
3035,1822,1292
3037,1822,1300
3039,1824,1298
3041,1820,1292
3043,1827,1282
3045,1829,1268
3047,1827,1263
3049,1828,1269
3051,1825,1277
3053,1823,1287
3055,1827,1293
3057,1829,1296
3059,1827,1295
3061,1830,1294
3063,1829,1281
3065,1827,1267
3067,1832,1261
3069,1828,1268
3071,1832,1278
3073,1828,1288
3075,1829,1294
3077,1835,1297
3079,1833,1299
3081,1836,1292
3083,1835,1278
3085,1836,1270
3087,1834,1262
3089,1839,1267
3091,1831,1278
3093,1834,1286
3095,1836,1296
3097,1837,1297
3099,1836,1303
3101,1834,1288
3103,1837,1279
3105,1832,1264
3107,1839,1262
3109,1836,1264
3111,1837,1278
3113,1841,1286
3115,1838,1293
3117,1838,1295
3119,1837,1299
3121,1838,1295
3123,1838,1276
3125,1838,1270
3127,1840,1263
3129,1837,1270
3131,1839,1278
3133,1836,1284
3135,1835,1294
3137,1838,1297
3139,1835,1296
3141,1836,1295
3143,1838,1283
3145,1834,1267
3147,1837,1263
3149,1837,1270
3151,1835,1278
3153,1839,1286
3155,1837,1292
3157,1837,1300
3159,1833,1295
3161,1837,1294
3163,1835,1279
3165,1837,1264
3167,1837,1261
3169,1833,1265
3171,1836,1280
3173,1838,1286
3175,1833,1296
3177,1833,1294
3179,1830,1300
3181,1828,1292
3183,1826,1283
3185,1829,1268
3187,1833,1261
3189,1832,1265
3191,1834,1274
3193,1830,1286
3195,1833,1295
3197,1829,1294
3199,1829,1297
3201,1830,1292
3203,1829,1281
3205,1826,1269
3207,1827,1264
3209,1826,1268
3211,1833,1278
3213,1825,1283
3215,1828,1293
3217,1823,1299
3219,1822,1296
3221,1824,1295
3223,1826,1278
3225,1823,1268
3227,1822,1261
3229,1823,1268
3231,1821,1275
3233,1824,1286
3235,1822,1287
3237,1827,1296
3239,1822,1292
3241,1820,1293
3243,1825,1281
3245,1820,1266
3247,1820,1259
3249,1821,1267
3251,1817,1274
3253,1822,1288
3255,1821,1291
3257,1821,1294
3259,1818,1297
3261,1822,1294
3263,1818,1277
3265,1816,1264
3267,1819,1261
3269,1815,1263
3271,1819,1276
3273,1818,1285
3275,1819,1290
3277,1822,1296
3279,1822,1294
3281,1824,1292
3283,1823,1276
3285,1821,1268
3287,1821,1261
3289,1823,1265
3291,1821,1275
3293,1823,1280
3295,1820,1291
3297,1822,1296
3299,1819,1297
3301,1818,1291
3303,1817,1280
3305,1821,1265
3307,1817,1259
3309,1819,1266
3311,1822,1271
3313,1822,1283
3315,1820,1292
3317,1822,1294
3319,1821,1298
3321,1818,1292
3323,1821,1273
3325,1822,1264
3327,1824,1254
3329,1818,1266
3331,1823,1270
3333,1825,1281
3335,1821,1288
3337,1824,1291
3339,1824,1296
3341,1823,1290
3343,1821,1274
3345,1819,1266
3347,1820,1258
3349,1824,1263
3351,1823,1269
3353,1825,1282
3355,1822,1289
3357,1823,1293
3359,1826,1290
3361,1818,1284
3363,1822,1277
3365,1826,1265
3367,1825,1259
3369,1822,1264
3371,1824,1271
3373,1820,1280
3375,1827,1280
3377,1822,1292
3379,1825,1292
3381,1825,1288
3383,1826,1277
3385,1823,1266
3387,1828,1257
3389,1825,1263
3391,1827,1274
3393,1826,1281
3395,1822,1289
3397,1827,1290
3399,1823,1291
3401,1823,1289
3403,1826,1275
3405,1821,1263
3407,1824,1257
3409,1825,1260
3411,1822,1270
3413,1825,1281
3415,1827,1285
3417,1825,1290
3419,1824,1288
3421,1825,1285
3423,1826,1273
3425,1823,1262
3427,1824,1255
3429,1822,1262
3431,1826,1270
3433,1824,1281
3435,1824,1289
3437,1820,1291
3439,1828,1292
3441,1826,1293
3443,1826,1268
3445,1827,1263
3447,1824,1257
3449,1821,1263
3451,1827,1267
3453,1822,1279
3455,1823,1286
3457,1822,1291
3459,1824,1291
3461,1825,1286
3463,1825,1272
3465,1825,1257
3467,1822,1256
3469,1821,1263
3471,1826,1268
3473,1825,1279
3475,1828,1287
3477,1824,1290
3479,1822,1288
3481,1827,1285
3483,1826,1269
3485,1823,1262
3487,1825,1254
3489,1831,1261
3491,1828,1271
3493,1825,1280
3495,1828,1286
3497,1828,1288
3499,1826,1292
3501,1827,1283
3503,1826,1274
3505,1822,1258
3507,1824,1253
3509,1824,1256
3511,1820,1266
3513,1824,1274
3515,1820,1282
3517,1823,1285
3519,1823,1285
3521,1824,1288
3523,1825,1273
3525,1822,1259
3527,1827,1250
3529,1825,1260
3531,1823,1269
3533,1823,1277
3535,1822,1283
3537,1825,1287
3539,1818,1288
3541,1820,1283
3543,1822,1268
3545,1825,1254
3547,1821,1253
3549,1820,1258
3551,1817,1267
3553,1813,1274
3555,1814,1281
3557,1818,1286
3559,1818,1286
3561,1820,1285
3563,1820,1265
3565,1822,1257
3567,1818,1252
3569,1817,1256
3571,1817,1265
3573,1816,1274
3575,1818,1281
3577,1820,1282
3579,1818,1282
3581,1816,1280
3583,1821,1265
3585,1819,1257
3587,1820,1248
3589,1820,1256
3591,1817,1265
3593,1816,1274
3595,1819,1277
3597,1816,1284
3599,1816,1283
3601,1818,1281
3603,1817,1273
3605,1819,1259
3607,1822,1247
3609,1818,1256
3611,1818,1264
3613,1820,1275
3615,1817,1279
3617,1818,1283
3619,1822,1285
3621,1824,1281
3623,1819,1268
3625,1815,1255
3627,1818,1243
3629,1818,1254
3631,1821,1264
3633,1820,1274
3635,1817,1280
3637,1816,1283
3639,1818,1281
3641,1821,1276
3643,1821,1273
3645,1822,1253
3647,1822,1246
3649,1820,1254
3651,1820,1263
3653,1829,1270
3655,1813,1281
3657,1821,1283
3659,1821,1283
3661,1823,1274
3663,1822,1265
3665,1820,1255
3667,1819,1244
3669,1822,1257
3671,1822,1261
3673,1821,1272
3675,1812,1276
3677,1821,1282
3679,1817,1281
3681,1822,1279
3683,1820,1264
3685,1819,1254
3687,1821,1251
3689,1822,1251
3691,1821,1263
3693,1818,1272
3695,1820,1277
3697,1822,1280
3699,1821,1284
3701,1820,1278
3703,1823,1266
3705,1826,1251
3707,1824,1243
3709,1821,1253
3711,1821,1265
3713,1822,1272
3715,1815,1277
3717,1819,1280
3719,1821,1283
3721,1820,1276
3723,1822,1265
3725,1825,1252
3727,1821,1246
3729,1823,1253
3731,1820,1263
3733,1824,1271
3735,1822,1279
3737,1817,1283
3739,1825,1283
3741,1823,1274
3743,1825,1266
3745,1823,1247
3747,1822,1246
3749,1825,1250
3751,1823,1258
3753,1820,1269
3755,1819,1277
3757,1824,1279
3759,1820,1280
3761,1822,1277
3763,1821,1266
3765,1823,1250
3767,1821,1242
3769,1821,1250
3771,1822,1260
3773,1821,1269
3775,1820,1273
3777,1823,1277
3779,1821,1280
3781,1825,1276
3783,1825,1260
3785,1823,1249
3787,1826,1243
3789,1820,1248
3791,1823,1260
3793,1824,1266
3795,1820,1275
3797,1823,1280
3799,1820,1280
3801,1819,1271
3803,1822,1261
3805,1822,1251
3807,1823,1243
3809,1820,1249
3811,1821,1263
3813,1822,1267
3815,1816,1275
3817,1821,1280
3819,1821,1277
3821,1817,1274
3823,1821,1262
3825,1820,1251
3827,1821,1241
3829,1823,1250
3831,1821,1259
3833,1815,1268
3835,1818,1272
3837,1819,1279
3839,1822,1276
3841,1823,1273
3843,1820,1263
3845,1823,1247
3847,1822,1239
3849,1823,1249
3851,1821,1259
3853,1821,1267
3855,1820,1274
3857,1823,1280
3859,1814,1276
3861,1819,1272
3863,1820,1261
3865,1819,1247
3867,1819,1239
3869,1823,1248
3871,1818,1257
3873,1818,1267
3875,1821,1273
3877,1820,1274
3879,1817,1277
3881,1821,1273
3883,1820,1258
3885,1814,1247
3887,1817,1240
3889,1821,1245
3891,1818,1257
3893,1821,1263
3895,1817,1273
3897,1820,1279
3899,1818,1275
3901,1819,1273
3903,1822,1254
3905,1822,1249
3907,1817,1240
3909,1816,1248
3911,1816,1257
3913,1822,1266
3915,1818,1271
3917,1817,1274
3919,1817,1279
3921,1822,1264
3923,1820,1262
3925,1818,1244
3927,1818,1244
3929,1820,1247
3931,1818,1253
3933,1823,1268
3935,1820,1271
3937,1818,1277
3939,1823,1275
3941,1820,1271
3943,1823,1261
3945,1823,1245
3947,1822,1240
3949,1821,1246
3951,1822,1261
3953,1821,1268
3955,1823,1269
3957,1822,1273
3959,1823,1276
3961,1829,1269
3963,1825,1262
3965,1825,1248
3967,1822,1238
3969,1821,1244
3971,1826,1257
3973,1821,1262
3975,1821,1269
3977,1826,1271
3979,1825,1277
3981,1827,1270
3983,1829,1258
3985,1829,1245
3987,1832,1244
3989,1829,1242
3991,1831,1255
3993,1829,1265
3995,1829,1270
3997,1829,1274
3999,1833,1274
4001,1831,1268
4003,1832,1259
4005,1833,1246
4007,1832,1240
4009,1831,1249
4011,1830,1258
4013,1834,1265
4015,1831,1270
4017,1832,1277
4019,1830,1270
4021,1830,1270
4023,1833,1256
4025,1837,1243
4027,1835,1239
4029,1836,1244
4031,1833,1253
4033,1831,1266
4035,1834,1269
4037,1836,1270
4039,1837,1275
4041,1837,1271
4043,1835,1257
4045,1835,1244
4047,1839,1238
4049,1835,1244
4051,1835,1256
4053,1836,1265
4055,1830,1272
4057,1835,1274
4059,1833,1275
4061,1835,1269
4063,1841,1259
4065,1832,1244
4067,1833,1238
4069,1836,1248
4071,1835,1253
4073,1835,1263
4075,1836,1271
4077,1838,1276
4079,1835,1274
4081,1835,1271
4083,1834,1256
4085,1829,1246
4087,1836,1237
4089,1834,1244
4091,1833,1254
4093,1832,1262
4095,1831,1268
4097,1832,1267
4099,1830,1278
4101,1831,1272
4103,1831,1258
4105,1831,1245
4107,1830,1236
4109,1831,1242
